,year,week_number,content,relative_yearly,relative_period
388,2017,23,4,44.44444444444444,33.33333333333333
389,2017,24,2,22.22222222222222,16.666666666666664
390,2017,25,2,22.22222222222222,16.666666666666664
391,2017,26,2,22.22222222222222,16.666666666666664
392,2017,27,6,66.66666666666666,50.0
393,2017,28,0,0.0,0.0
394,2017,29,1,11.11111111111111,8.333333333333332
395,2017,30,5,55.55555555555556,41.666666666666664
396,2017,31,0,0.0,0.0
397,2017,32,2,22.22222222222222,16.666666666666664
398,2017,33,2,22.22222222222222,16.666666666666664
399,2017,34,0,0.0,0.0
400,2017,35,1,11.11111111111111,8.333333333333332
401,2017,36,4,44.44444444444444,33.33333333333333
402,2017,37,3,33.33333333333333,25.0
403,2017,38,1,11.11111111111111,8.333333333333332
404,2017,39,3,33.33333333333333,25.0
405,2017,40,0,0.0,0.0
406,2017,41,9,100.0,75.0
407,2017,42,1,11.11111111111111,8.333333333333332
408,2017,43,2,22.22222222222222,16.666666666666664
409,2017,44,2,22.22222222222222,16.666666666666664
410,2017,45,4,44.44444444444444,33.33333333333333
411,2017,46,2,22.22222222222222,16.666666666666664
412,2017,47,3,33.33333333333333,25.0
413,2017,48,1,11.11111111111111,8.333333333333332
414,2017,49,2,22.22222222222222,16.666666666666664
415,2017,50,3,33.33333333333333,25.0
416,2017,51,2,22.22222222222222,16.666666666666664
417,2017,52,0,0.0,0.0
418,2017,53,4,44.44444444444444,33.33333333333333
419,2018,1,6,85.71428571428571,50.0
420,2018,2,0,0.0,0.0
421,2018,3,2,28.57142857142857,16.666666666666664
422,2018,4,2,28.57142857142857,16.666666666666664
423,2018,5,4,57.14285714285714,33.33333333333333
424,2018,6,4,57.14285714285714,33.33333333333333
425,2018,7,4,57.14285714285714,33.33333333333333
426,2018,8,7,100.0,58.33333333333333
427,2018,9,2,28.57142857142857,16.666666666666664
428,2018,10,4,57.14285714285714,33.33333333333333
429,2018,11,1,14.285714285714285,8.333333333333332
430,2018,12,3,42.857142857142854,25.0
431,2018,13,2,28.57142857142857,16.666666666666664
432,2018,14,3,42.857142857142854,25.0
433,2018,15,2,28.57142857142857,16.666666666666664
434,2018,16,3,42.857142857142854,25.0
435,2018,17,0,0.0,0.0
436,2018,18,3,42.857142857142854,25.0
437,2018,19,4,57.14285714285714,33.33333333333333
438,2018,20,2,28.57142857142857,16.666666666666664
439,2018,21,1,14.285714285714285,8.333333333333332
440,2018,22,2,28.57142857142857,16.666666666666664
441,2018,23,4,57.14285714285714,33.33333333333333
442,2018,24,2,28.57142857142857,16.666666666666664
443,2018,25,1,14.285714285714285,8.333333333333332
444,2018,26,1,14.285714285714285,8.333333333333332
445,2018,27,3,42.857142857142854,25.0
446,2018,28,7,100.0,58.33333333333333
447,2018,29,4,57.14285714285714,33.33333333333333
448,2018,30,3,42.857142857142854,25.0
449,2018,31,0,0.0,0.0
450,2018,32,1,14.285714285714285,8.333333333333332
451,2018,33,4,57.14285714285714,33.33333333333333
452,2018,34,3,42.857142857142854,25.0
453,2018,35,0,0.0,0.0
454,2018,36,3,42.857142857142854,25.0
455,2018,37,5,71.42857142857142,41.666666666666664
456,2018,38,4,57.14285714285714,33.33333333333333
457,2018,39,5,71.42857142857142,41.666666666666664
458,2018,40,3,42.857142857142854,25.0
459,2018,41,3,42.857142857142854,25.0
460,2018,42,3,42.857142857142854,25.0
461,2018,43,1,14.285714285714285,8.333333333333332
462,2018,44,3,42.857142857142854,25.0
463,2018,45,5,71.42857142857142,41.666666666666664
464,2018,46,0,0.0,0.0
465,2018,47,4,57.14285714285714,33.33333333333333
466,2018,48,5,71.42857142857142,41.666666666666664
467,2018,49,3,42.857142857142854,25.0
468,2018,50,3,42.857142857142854,25.0
469,2018,51,1,14.285714285714285,8.333333333333332
470,2018,52,0,0.0,0.0
471,2019,1,6,60.00000000000001,50.0
472,2019,2,1,10.0,8.333333333333332
473,2019,3,4,40.0,33.33333333333333
474,2019,4,2,20.0,16.666666666666664
475,2019,5,2,20.0,16.666666666666664
476,2019,6,2,20.0,16.666666666666664
477,2019,7,3,30.000000000000004,25.0
478,2019,8,0,0.0,0.0
479,2019,9,2,20.0,16.666666666666664
480,2019,10,6,60.00000000000001,50.0
481,2019,11,4,40.0,33.33333333333333
482,2019,12,1,10.0,8.333333333333332
483,2019,13,1,10.0,8.333333333333332
484,2019,14,2,20.0,16.666666666666664
485,2019,15,2,20.0,16.666666666666664
